course-code,learning-outcomes-id,learning-outcomes
MKTG7035,5,Propose revised strategies and marketing communications to enter diverse international markets and leverage the firm’s competitive advantage on the global scale
MKTG7035,6,Improve professional experience through an evidence-based approach to decision making in the domain of international marketing
MKTG7035,7,Reflect on the significance of international marketing in the future direction of global business developments
MKTG7035,8,Evaluate the combined influence of global firms and globalisation on both the national and international arenas
MKTG7050,1,Identify the major influences in consumer behaviour
MKTG7050,2,Distinguish between different consumer behaviour influences and their relationships
MKTG7050,3,Establish the relevance of consumer behaviour theories and concepts to marketing decisions
MKTG7050,4,Implement appropriate combinations of theories and concepts
MKTG7050,5,Recognise social and ethical implications of marketing actions on consumer behaviour
MKTG7050,6,Generate marketing solutions in applied settings based on theoretical and empirical evidence
MKTG7060,1,Identify marketing problem(s) to assist in decision making
MKTG7060,2,Choose the methodologies to acquire evidence in an ethical manner to address the marketing problem
MKTG7060,3,Retrieve primary and secondary data to solve the marketing problem
MKTG7060,4,"Establish the methodological quality, reliability and validity of the data collected"
MKTG7060,5,Integrate all types of relevant evidence towards finding solutions to the marketing problem
MKTG7060,6,Find solutions to the marketing problem based on the integrated relevant evidence
MKTG7060,7,Produce an evidence-based marketing report to maximise likelihood of effective implementation of solutions.
MKTG7260,1,Determine stakeholder interests and requirements
MKTG7260,2,Employ evidence-based decision making to determine appropriate methods of communicating to stakeholders
MKTG7260,3,Establish the relevant stakeholder groups that the organisation needs to address in their marketing activity
MKTG7260,4,Justify the choice of target audience for marketing communication
MKTG7260,5,Integrate stakeholder knowledge and communication to solve customer needs
MKTG7260,6,Deliver effective communication that reflects the complexity of real-world stakeholder issues
MMIB4001,1,Identify an issue or problem within a domain or across domains within business and management studies
MMIB4001,2,Formulate an appropriate research strategy in view of addressing the problem
MMIB4001,3,Critically discuss theoretical and empirical evidence related to the topic of interest
MMIB4001,4,Devise an effective research design with a justification of the methodology(ies) appropriate for the topic of interest
MMIB4001,5,Determine the implications of the proposed research for theory and practice
MMIB4001,6,Create a research report suitable for the type (empirical or theoretical) problem under scrutiny
MMIB8001,1,Identify an issue or problem within a domain or across domains within business and management studies
MMIB8001,2,Formulate an appropriate research strategy in view of addressing the problem
MMIB8001,3,Critically discuss theoretical and empirical evidence related to the topic of interest
MMIB8001,4,Devise an effective research design with a justification of the methodology(ies) appropriate for the topic of interest
MMIB8001,5,Determine the implications of the proposed research for theory and practice
MMIB8001,6,Create a research report suitable for the type (empirical or theoretical) problem under scrutiny
MMIB8002,0,nil
MMIB8003,1,Identify an issue or problem or consequences of a social phenomenon within a domain or across domains within business and management studies worth an academic research
MMIB8003,2,Determine the relevant databases to systematically retrieve relevant and appropriate literature to address the research problem
MMIB8003,3,Critically review extant knowledge related to the topic of interest
MMIB8003,4,Formulate an appropriate research strategy in view of addressing the problem
MMIB8003,5,Devise an effective research design with a justification of the methodology(ies) appropriate for the topic of interest
MMIB8003,6,Determine the contributions and implications of the research for the advancement of theoretical knowledge and practice
MMIB8003,7,Propose future directions of research based on the review/conceptual/theoretical framework or the results and findings related to the research problem or question
